City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
366,springbok,-29.6643,17.8865,23.39,9,0,1.9,ZA,1682768205
367,alihe,50.5667,123.7167,3.68,97,100,1.76,CN,1682768205
368,nuuk,64.1835,-51.7216,4.34,65,0,1.03,GL,1682768205
369,flinders,-34.5833,150.8552,16.77,90,100,1.79,AU,1682768205
370,dalvik,65.9702,-18.5286,-1.04,66,76,2.62,IS,1682768205
371,nelson bay,-32.7167,152.15,20.0,91,95,1.34,AU,1682768205
372,chumikan,54.7183,135.315,-5.84,94,57,1.14,RU,1682768206
373,wangjing,24.6,94.0333,29.99,27,51,3.08,IN,1682768206
374,lindi,-10.0,39.7167,28.04,74,99,4.13,TZ,1682768206
375,port-gentil,-0.7193,8.7815,29.98,74,75,0.51,GA,1682768206
376,paratinga,-12.6906,-43.1842,30.92,40,14,2.05,BR,1682768206
377,kalabagh,32.965,71.557,32.81,24,71,2.76,PK,1682768206
378,sao mateus,-18.7161,-39.8589,26.68,75,22,1.89,BR,1682768206
379,santiago,-33.4569,-70.6483,15.71,87,100,1.54,CL,1682768007
380,talara,-4.5772,-81.2719,25.72,78,82,0.92,PE,1682768207
381,surt,31.2089,16.5887,21.7,45,5,6.1,LY,1682768207
382,guatire,10.4762,-66.5427,28.72,88,90,1.14,VE,1682768207
383,cassilandia,-19.1133,-51.7342,22.19,79,0,1.17,BR,1682768207
384,gracac,44.3006,15.8547,14.86,79,100,1.91,HR,1682768207
385,provideniya,64.3833,-173.3,-9.46,94,98,5.15,RU,1682768208
386,port keats,-14.25,129.55,26.99,76,100,2.19,AU,1682768208
387,port hawkesbury,45.6169,-61.3485,6.44,84,0,1.03,CA,1682768208
388,krasnoye,49.9145,24.6134,13.61,46,100,4.9,UA,1682768208
389,mareeba,-17.0,145.4333,21.36,88,88,1.82,AU,1682768208
390,gamba,-2.65,10.0,28.97,68,59,3.13,GA,1682768208
391,trat,12.5,102.5,27.11,80,47,2.22,TH,1682768208
392,kasongo-lunda,-6.4667,16.8167,30.13,50,68,1.09,CD,1682768208
393,jinchang,38.4953,102.1739,15.18,15,10,4.06,CN,1682768209
394,hasaki,35.7333,140.8333,19.56,87,82,10.7,JP,1682768209
395,lavrentiya,65.5833,-171.0,-11.54,90,100,4.1,RU,1682768209
396,palmer,42.1584,-72.3287,8.76,82,100,2.06,US,1682768201
397,mildura,-34.2,142.15,12.72,50,42,4.14,AU,1682768209
398,altay,47.8667,88.1167,17.57,40,3,1.67,CN,1682768209
399,richards bay,-28.783,32.0377,24.12,80,99,5.71,ZA,1682768209
400,sayyan,15.1718,44.3244,20.02,45,74,2.84,YE,1682768210
401,kafue,-15.7691,28.1814,29.46,24,45,3.06,ZM,1682768210
402,mandalgovi,45.7625,106.2708,10.73,34,94,4.4,MN,1682768210
403,ribas do rio pardo,-20.4431,-53.7592,21.53,80,0,2.69,BR,1682768210
404,smithers,54.7804,-127.1743,2.18,87,0,1.03,CA,1682768111
405,banda aceh,5.5577,95.3222,28.32,77,100,2.43,ID,1682768210
406,russell,32.3502,-85.1999,14.57,100,100,0.0,US,1682768210
407,valley city,46.9233,-98.0032,1.29,100,0,4.63,US,1682768211
408,abalak,58.1286,68.5944,7.57,36,100,5.3,RU,1682768211
409,ovalle,-30.5983,-71.2003,15.38,73,6,1.01,CL,1682768211
410,santa ines,-3.6667,-45.38,25.79,86,100,1.58,BR,1682768211
411,tautira,-17.7333,-149.15,27.15,80,73,3.94,PF,1682768211
412,khromtau,50.2503,58.4347,23.88,27,68,3.48,KZ,1682768211
413,buraydah,26.326,43.975,34.25,10,0,7.41,SA,1682768212
414,zhangye,38.9342,100.4517,17.11,9,6,3.31,CN,1682768212
415,houma,29.5958,-90.7195,19.0,86,0,3.09,US,1682768212
416,knysna,-34.0363,23.0471,19.34,64,99,5.07,ZA,1682768212
417,vung tau,10.346,107.0843,28.48,81,46,7.2,VN,1682768212
418,la ronge,55.1001,-105.2842,0.14,80,0,3.09,CA,1682768212
419,sao gabriel da cachoeira,-0.1303,-67.0892,24.58,93,94,0.67,BR,1682768212
420,winton,37.3894,-120.6133,18.32,62,0,0.0,US,1682768212
421,port blair,11.6667,92.75,30.26,65,89,1.43,IN,1682768213
422,hovd,48.0056,91.6419,17.6,14,11,1.87,MN,1682768213
423,yongchang,30.0381,119.7317,15.32,86,100,1.93,CN,1682768213
424,cabo san lucas,22.8909,-109.9124,20.28,62,70,4.95,MX,1682768077
425,mackay,-21.15,149.2,20.93,94,100,1.27,AU,1682768213
426,idritsa,56.3316,28.8988,11.91,30,18,2.89,RU,1682768213
427,necochea,-38.5473,-58.7368,19.32,61,20,7.39,AR,1682768213
428,tortoli,39.9256,9.6572,16.9,88,100,4.12,IT,1682768046
429,tanout,14.9709,8.8879,39.46,6,80,6.09,NE,1682768214
430,kirovskiy,45.0917,133.5136,7.49,86,100,5.5,RU,1682768214
431,vila velha,-20.3297,-40.2925,23.3,92,100,1.54,BR,1682768214
432,grand gaube,-20.0064,57.6608,28.22,66,1,3.38,MU,1682768214
433,basco,20.4487,121.9702,26.48,90,4,4.6,PH,1682768214
434,ormara,25.2088,64.6357,27.33,64,1,5.8,PK,1682768214
435,lorengau,-2.0226,147.2712,27.46,80,76,1.05,PG,1682768215
436,hamilton,39.1834,-84.5333,10.43,94,0,2.06,US,1682767792
437,gat,31.61,34.7642,21.01,100,53,10.55,IL,1682768215
438,mitu,1.1983,-70.1733,23.03,97,100,0.04,CO,1682768215
439,indiana,40.0003,-86.2503,7.2,90,0,0.0,US,1682768172
440,mount gambier,-37.8333,140.7667,8.75,83,70,1.58,AU,1682768215
441,baiao,-2.7906,-49.6717,26.39,84,75,1.39,BR,1682768215
442,mantua,45.1667,10.7833,19.58,80,100,0.89,IT,1682768216
443,lom sak,16.7798,101.2422,30.94,62,20,3.09,TH,1682768216
444,isla vista,34.4133,-119.861,18.52,96,100,0.0,US,1682768216
445,kompaniyivka,48.2511,32.208,13.64,41,95,8.9,UA,1682768216
446,minudasht,37.2289,55.3747,32.18,33,75,4.12,IR,1682768216
447,fergus falls,46.283,-96.0776,1.21,98,0,1.54,US,1682768216
448,aguimes,27.9054,-15.4461,25.35,26,0,8.23,ES,1682768216
449,caravelas,-17.7125,-39.2481,27.1,75,0,1.49,BR,1682768217
450,korla,41.7597,86.1469,24.32,9,84,7.11,CN,1682768217
451,kyshtovka,56.555,76.6271,7.61,32,33,6.64,RU,1682768217
452,phangnga,8.4509,98.5298,31.02,92,100,2.54,TH,1682768217
453,aswan,24.0934,32.907,30.61,17,0,3.09,EG,1682768217
454,sumenep,-7.0167,113.8667,26.93,82,99,0.61,ID,1682768217
455,antalaha,-14.9003,50.2788,27.29,75,63,11.66,MG,1682768217
456,rantepao,-2.9701,119.8978,22.95,99,100,0.77,ID,1682768217
457,harper,4.375,-7.7169,33.1,52,82,1.94,LR,1682768218
458,ayorou,14.7308,0.9174,39.89,19,18,3.42,NE,1682768218
459,pafos,34.7667,32.4167,16.88,51,75,5.66,CY,1682768218
460,tabou,4.423,-7.3528,32.5,55,82,1.62,CI,1682768218
461,pangnirtung,66.1451,-65.7125,2.47,92,100,1.0,CA,1682768218
462,lasa,46.6166,10.7002,20.01,62,100,2.09,IT,1682768218
463,farmington,36.7281,-108.2187,6.22,38,0,3.09,US,1682768218
464,rivadavia,-33.1905,-68.4608,16.02,78,0,2.11,AR,1682768219
465,pringsewu,-5.3582,104.9744,25.04,96,100,0.82,ID,1682768219
466,gravelbourg,49.8834,-106.5512,0.15,69,41,3.22,CA,1682768219
467,sinegorye,62.0788,150.477,-13.06,99,73,1.67,RU,1682768219
468,spornoye,50.8448,37.2913,8.87,82,100,7.33,RU,1682768219
469,nome,64.5011,-165.4064,-0.47,100,100,3.09,US,1682768001
470,evensk,61.95,159.2333,-8.41,87,12,2.59,RU,1682768219
471,charters towers,-20.1,146.2667,21.59,76,100,3.2,AU,1682768219
472,deulgaon raja,20.0167,76.0333,30.25,35,86,2.1,IN,1682768220
473,nyeri,-0.4201,36.9476,20.11,84,87,3.55,KE,1682768220
474,monticello,45.3055,-93.7941,4.56,94,75,4.63,US,1682768220
475,port pirie,-33.1833,138.0167,13.58,63,25,1.64,AU,1682768220
476,faya,18.3851,42.4509,24.06,38,18,4.62,SA,1682768220
477,touros,-5.1989,-35.4608,28.83,73,98,4.44,BR,1682768220
478,joshimath,30.5667,79.5667,15.9,80,100,1.98,IN,1682768220
479,oktyabrskoye,43.0645,44.7417,18.08,59,75,3.0,RU,1682768221
480,qui nhon,13.7667,109.2333,26.47,88,5,0.97,VN,1682768221
481,amalapuram,16.5833,82.0167,31.2,60,61,3.41,IN,1682768221
482,karakol,42.4907,78.3936,15.61,29,22,0.79,KG,1682768221
483,port lincoln,-34.7333,135.8667,14.74,74,71,3.61,AU,1682768221
484,khlevnoye,52.1951,39.0932,9.01,81,100,7.15,RU,1682768221
485,cockburn town,21.4612,-71.1419,25.58,75,30,5.5,TC,1682767934
486,forrest city,35.0081,-90.7898,14.14,97,100,2.2,US,1682768184
487,oranjestad,12.524,-70.027,26.97,83,20,7.2,AW,1682768222
488,kavieng,-2.5744,150.7967,28.24,78,76,4.27,PG,1682768222
489,saint-pierre,-21.3393,55.4781,27.82,65,0,8.75,RE,1682767953
490,porto walter,-8.2686,-72.7439,22.74,98,89,0.25,BR,1682768222
491,vicosa,-20.7539,-42.8819,19.71,92,87,1.46,BR,1682768222
492,taquarituba,-23.5331,-49.2444,18.13,83,65,3.76,BR,1682768222
493,ureki,41.9956,41.7786,11.98,95,100,4.73,GE,1682768222
494,san isidro,-12.1167,-77.05,22.79,85,75,4.63,PE,1682768222
495,rockland,41.1668,-74.0496,9.25,94,100,1.79,US,1682768046
496,dwarka,22.2394,68.9678,28.72,61,2,5.93,IN,1682768223
497,kutum,14.2,24.6667,32.59,8,71,4.17,SD,1682768223
498,wajir,1.7471,40.0573,29.98,66,75,3.09,KE,1682768223
499,umm lajj,25.0213,37.2685,25.97,51,0,8.86,SA,1682768223
500,seoul,37.5683,126.9778,11.66,79,75,5.66,KR,1682768217
501,inuvik,68.3499,-133.7218,-8.58,76,75,3.6,CA,1682768223
502,namwala,-15.7504,26.4384,29.92,23,9,2.6,ZM,1682768056
503,tuatapere,-46.1333,167.6833,9.61,96,11,1.67,NZ,1682768224
504,ust-maya,60.4167,134.5333,0.3,84,100,1.1,RU,1682768224
505,acarau,-2.8856,-40.12,25.59,88,98,3.15,BR,1682768224
506,zinder,13.8072,8.9881,39.98,18,0,2.06,NE,1682768224
507,haines junction,60.7522,-137.5108,0.97,86,100,1.03,CA,1682768224
508,hualmay,-11.0964,-77.6139,22.93,85,100,3.87,PE,1682768224
509,cururupu,-1.8283,-44.8683,27.45,83,98,1.79,BR,1682768225
510,prado,-17.3411,-39.2208,26.4,85,3,1.49,BR,1682768225
511,kibala,9.1104,18.3463,32.97,43,0,3.09,TD,1682768225
512,aykhal,66.0,111.5,-0.66,98,100,7.0,RU,1682768225
513,imeni babushkina,59.7573,43.1285,4.37,94,100,4.54,RU,1682768225
514,mahbubnagar,16.7333,77.9833,28.69,48,75,7.12,IN,1682768225
515,bubaque,11.2833,-15.8333,24.94,74,45,4.93,GW,1682768225
516,rundu,-17.9333,19.7667,33.52,14,13,4.17,NA,1682768226
517,esperance,-33.8667,121.9,14.2,78,43,2.0,AU,1682768226
518,heide,54.2,9.1,14.98,58,23,5.98,DE,1682768226
519,emilio carranza,19.9711,-96.6114,23.93,81,3,5.05,MX,1682768226
520,brindisi,40.5833,17.6667,22.55,47,45,1.12,IT,1682768226
521,porto novo,6.4965,2.6036,30.9,64,100,2.04,BJ,1682768227
522,ridgecrest,35.6225,-117.6709,21.47,29,0,3.09,US,1682768227
523,matane,48.8286,-67.522,3.07,92,91,8.54,CA,1682768168
524,chestermere,51.0334,-113.8187,8.35,66,20,0.0,CA,1682768227
525,marugame,34.2833,133.7833,18.63,94,100,2.5,JP,1682768227
526,pampierstad,-27.7832,24.6877,30.34,24,6,2.72,ZA,1682768227
527,la palma,33.8464,-118.0467,16.13,89,100,1.54,US,1682768227
528,bahia blanca,-38.7196,-62.2724,20.46,68,80,4.92,AR,1682768227
529,broken hill,-31.95,141.4333,14.6,37,36,3.43,AU,1682768228
530,kennett,36.2362,-90.0556,15.08,100,100,0.0,US,1682768228
531,matagami,49.7502,-77.6328,5.06,65,0,1.54,CA,1682768228
532,manta,-0.95,-80.7333,24.88,88,75,3.6,EC,1682768228
533,guaraniacu,-25.1008,-52.8781,16.93,74,4,1.61,BR,1682768228
534,cozumel,20.5083,-86.9458,26.08,88,100,6.45,MX,1682768228
535,sabha,27.0377,14.4283,31.89,14,0,2.3,LY,1682768229
536,ginda,30.6945,78.4932,14.37,71,99,3.01,IN,1682768229
537,ashqelon,31.6693,34.5715,21.57,59,7,11.11,IL,1682768229
538,sterling,39.0062,-77.4286,12.05,94,100,3.09,US,1682768139
539,neuquen,-38.9516,-68.0591,16.94,48,0,4.12,AR,1682768229
540,shache,38.4167,77.2406,23.64,14,8,0.52,CN,1682768229
541,ilulissat,69.2167,-51.1,-0.99,55,0,2.57,GL,1682768229
542,yemelyanovo,56.1681,92.6767,10.6,25,0,10.0,RU,1682768230
543,valkeala,60.9401,26.7979,11.28,57,75,4.63,FI,1682768230
544,pundaguitan,6.3711,126.1689,28.77,78,75,4.52,PH,1682768230
545,susteren,51.0655,5.8519,13.94,77,100,1.54,NL,1682768230
546,skerries,53.5828,-6.1083,17.43,92,79,2.26,IE,1682768230
547,walvis bay,-22.9575,14.5053,16.72,54,3,6.79,NA,1682768230
548,aligudarz,33.4006,49.6949,21.37,17,24,7.17,IR,1682768231
549,tongren,27.7172,109.1853,14.68,77,83,0.23,CN,1682768231
550,agropoli,40.3469,14.9966,20.6,48,62,2.63,IT,1682768231
551,tilichiki,60.4667,166.1,-18.55,99,11,2.59,RU,1682768231
552,skelleftea,64.7507,20.9528,6.2,61,20,1.54,SE,1682768231
553,maxixe,-23.8597,35.3472,29.9,51,40,6.17,MZ,1682768231
554,kangasala,61.4638,24.076,9.34,46,95,5.64,FI,1682768231
555,safaga,26.7292,33.9365,30.45,8,0,2.64,EG,1682768231
556,touho,-20.7833,165.2333,21.63,83,5,1.92,NC,1682768232
557,carutapera,-1.195,-46.02,27.92,77,77,6.04,BR,1682768232
558,taltal,-25.4,-70.4833,17.54,71,5,0.43,CL,1682767820
